Name,Country,Zip Code,City,Street Address,District,Phone Number 1,Phone Number 2,Website,Facebook,Instagram,YouTube,Phone Number 3,Phone Number 4,Phone Number 5,Phone Number 6,Phone Number 7
«ՍԹԱՐ ԴԵՆՏ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, 0079, Երևան,"Նոր Նորքի 5-րդ զանգված, Արտեմ Միկոյան փող., 17/1 շենք",(Նոր Նորք վարչ. շրջան),37499669200,37410669200,Spyur,,,,,,,,
«ՊՐՈՖԻ-ՄԵԴ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, 0033, Երևան,"Հակոբ Հակոբյան փող., 4 շենք",(Արաբկիր վարչ. շրջան),37491402615,37491422792,Spyur,,,,,,,,
«ՄԵԴ ԱԿՌԱ ԼՅՈՒՔՍ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),Հայաստան, Երևան,,,,37410561707,,Spyur,,,,,,,,
«Կ ԸՆԴ Ա ՍՏՈՒԴԻՈ» ԻՄՊԼԱՆՏՈԼՈԳԻԱՅԻ ԵՎ ՍՏՈՄԱՏՈԼՈԳԻԱՅԻ ԿԼԻՆԻԿԱ,Հայաստան, 0002, Երևան,"Արամի փող., 54 շենք",(Կենտրոն վարչ. շրջան),37499563282,,Spyur,,,,,,,,
«ԱՌՈՂՋ ԺՊԻՏ» ԱՏԱՄՆԱԲՈՒԺԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0069, Երևան,"Ռուբինյանց փող., 11 շենք",(Քանաքեռ-Զեյթուն վարչ. շրջան),37410246858,,Spyur,,,,,,,,
«ՖՐԱՆՍ ՄԵԴ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0025, Երևան,"Մխիթար Հերացու փող., 2ա շենք",(Կենտրոն վարչ. շրջան),37411559609,,Spyur,https://www.facebook.com/francemedyerevan,,,,,,,
«ԱՐՓԻՆԵ-ՄԵԴ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),Հայաստան, 0056, Երևան,"Նոր Նորքի 1-ին զանգված, Նանսենի փող., 1/1 շենք",(Նոր Նորք վարչ. շրջան),37410630377,,Spyur,https://www.facebook.com/ArpineMed,,,,,,,
ԳԱԳԻԿ ՇԱՀԲԱԶՅԱՆ անհատ ձեռներեց (ԱՁ),Հայաստան, 0048, Երևան,"Նորաշեն (16-րդ թաղամաս), Բեկնազարյան փող., 44 շենք, 1-ին հարկ (շենքերի 1-ին շղթա)",(Աջափնյակ վարչ. շրջան),37410357177,37477357177,Spyur,,,,,,,,
ԼԵՎՈՆ ԲՈԽՉԱԼՅԱՆ անհատ ձեռներեց (ԱՁ),Հայաստան, 0012, Երևան,"Կոմիտասի պող., 32 շենք",(Արաբկիր վարչ. շրջան),37477206307,,Spyur,,,,,,,,
«ԱԼՖԱՍՏՈՄ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, Երևան,,,,37410279227,37455279227,Spyur,https://www.facebook.com/AlfaStom,,,,,,,
«ԿԴ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0033, Երևան,"Հակոբ Հակոբյան փող., 1 շենք",(Արաբկիր վարչ. շրջան),37410321002,,Spyur,,,,,,,,
«ԴԿԱ-ԴԵՆՏ» («ԴԴ») ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԵՆՏՐՈՆ սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),Հայաստան, 0033, Երևան,"Հրաչյա Քոչարի փող., 10 շենք",(Արաբկիր վարչ. շրջան),37410274955,37493195100,Spyur,,,,,,,,
«ՎԱՆՅԱՆ ԴԵՆՏ»,Հայաստան, Երևան,,,,37410544333,,Spyur,https://www.facebook.com/vanyandent,,,,,,,
«ՄԻՐԶՈՅԱՆ ԿԼԻՆԻԿ»,Հայաստան, 0014, Երևան,"Նիկողայոս Տիգրանյան փող., 13 շենք, տարածք 16",(Արաբկիր վարչ. շրջան),37491605005,37499776055,Spyur,https://www.facebook.com/profile.php?id=100063540821862,,,,,,,
«ՍՄԱՐՏԴԵՆՏ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),Հայաստան, 0001, Երևան,"Սայաթ-Նովայի պող., 26 շենք, №8",(Կենտրոն վարչ. շրջան),37410528444,,http://www.kamar.am,,,,,,,,
«ՌԱՖԱՅԵԼ ՄՆԱՑԱԿԱՆՅԱՆ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),Հայաստան, 0054, Երևան,"Դավթաշեն, 1-ին թաղամաս, 10 շենք",(Դավթաշեն վարչ. շրջան),37491654003,37410364003,Spyur,,,,,,,,
«32 ՄԱՐԳԱՐԻՏ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, Երևան,,,,37410450125,37493275923,Spyur,https://www.facebook.com/32Margarit,,,37491471396,,,,
«ՎԱ ՆԵ ԴԵՆՏ - ԱՎԱԳՅԱՆ ԿԼԻՆԻԿ»,Հայաստան, Երևան,,,,37455424546,,Spyur,,,,,,,,
ԳՐԻԳՈՐ ԱՎԵՏԻՔՅԱՆ անհատ ձեռներեց (ԱՁ),Հայաստան, 0041, Երևան,"Էրեբունու փող., 7 շենք",(Էրեբունի վարչ. շրջան),37410430343,,Spyur,,,,,,,,
«ՍԱՐ-Օ-ՅԱՆ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0010, Երևան,"Պուշկինի փող., 15ա շենք",(Կենտրոն վարչ. շրջան),37410521021,37499002133,http://www.saroyan.am,https://www.facebook.com/Saroyan-Dental-Clinic-359972734645144,,,,,,,
«ԼԻԼԻԹ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԵՆՏՐՈՆ,Հայաստան, 0012, Երևան,"Արամ Խաչատրյան փող., 12/26 շենք",(Արաբկիր վարչ. շրջան),37410275384,,Spyur,,,,,,,,
«ԻՆԴԻՎԻԴՈՒՈՒՄ» ՍՏՈՄԱՏՈԼԱԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0026, Երևան,"Գարեգին Նժդեհի փող., 44 շենք",(Շենգավիթ վարչ. շրջան),37410580549,37496448421,http://www.individuumdental.com,https://www.facebook.com/Individuumdentalclinic,,,,,,,
«ՌԵՅՆՈ ԴԵՆՏ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),Հայաստան, 0054, Երևան,"Դավթաշեն, 1-ին թաղամաս, 41 շենք",(Դավթաշեն վարչ. շրջան),37493257670,37493665112,Spyur,,,,,,,,
«ԱՆԳԵԼ ԴԵՆՏ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԵՆՏՐՈՆ,Հայաստան, Երևան,,,,37410391607,37493197686,Spyur,,,,,,,,
ԱՇՈՏ ՊՈՂՈՍՅԱՆ անհատ ձեռներեց (ԱՁ),Հայաստան, 0064, Երևան,"Անդրանիկի փող., 110 շենք",(Մալաթիա-Սեբաստիա վարչ. շրջան),37410749295,,Spyur,,,,,,,,
«ԴԵՆՏԱԼ ԱՐՏ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, 0018, Երևան,"Տիգրան Մեծի պող., 43 շենք",(Կենտրոն վարչ. շրջան),37410562044,37493335099,http://www.dentalart.am,,,,37499335099,,,,
«ԿԱՐԵՆ ԴԵՆՏ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),Հայաստան, 0033, Երևան,"Հակոբ Հակոբյան փող., 1 շենք",(Արաբկիր վարչ. շրջան),37410321002,,Spyur,,,,,,,,
«ԻՆԴԵՆԹ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, 0012, Երևան,"Կոմիտասի պող., 30 շենք",(Արաբկիր վարչ. շրջան),37496018800,,Spyur,,,,,,,,
«ՄԵԴԵՄ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԵՆՏՐՈՆ,Հայաստան, 0069, Երևան,"Ռուբինյանց փող., 20 շենք, տարածք 2",(Քանաքեռ-Զեյթուն վարչ. շրջան),37493333401,,Spyur,https://www.facebook.com/Medemdentalcenter,,,,,,,
«ՖԵԼԴԱՎ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),Հայաստան, 0026, Երևան,"Արշակունյաց պող., 46/2 շենք",(Շենգավիթ վարչ. շրջան),37410489700,37495489700,Spyur,,,,,,,,
«ՌԱՄԶԵՍ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),Հայաստան, 0014, Երևան,"Կոմիտասի պող., 59/6 շենք",(Արաբկիր վարչ. շրջան),37491737301,37441737301,Spyur,https://www.facebook.com/Ramzes-Dental-clinic-136106293534416/,,,,,,,
«ԵՐԵՎԱՆ ՎԻՊ ԴԵՆՏ»,Հայաստան, 0015, Երևան,"Զաքյան փող., 8 շենք",(Կենտրոն վարչ. շրջան),37410539099,37444550080,Spyur,https://www.facebook.com/yerevanvipdental/,,,37496777113,,,,
«ՅՈՒՐԱ ԵՎ ԳԱԳԻԿ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),Հայաստան, 0076, Երևան,"Նոր Նորքի 4-րդ զանգված, Գյուլիքեխվյան փող., 1/3 շենք",(Նոր Նորք վարչ. շրջան),37410672733,,Spyur,,,,,,,,
ԱՐԹՈՒՐ ՓԱՓԱԶՅԱՆ անհատ ձեռներեց (ԱՁ),Հայաստան, 0051, Երևան,"Մարո Մարգարյան փող., 6/7 տուն (մուտքը՝ Սարալանջի փող. կողմից)",(Արաբկիր վարչ. շրջան),37499269126,37444269126,Spyur,,,,,,,,
«ԲԻԱՆԿՈ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0051, Երևան,"Կոմիտասի պող., 49/12 շենք (Ստանդարտների ազգային ինստիտուտի հարևանությամբ)",(Արաբկիր վարչ. շրջան),37410237000,,Spyur,https://www.facebook.com/biancodentalclinic,,,,,,,
«ԷՄ ԱՅ ԷՍ» ԻՄՊԼԱՆՏՈԼՈԳԻԱՅԻ ԿԵՆՏՐՈՆ,Հայաստան, 0012, Երևան,"Վահրամ Փափազյան փող., 16 շենք",(Արաբկիր վարչ. շրջան),37410210158,37496210158,Spyur,https://www.facebook.com/MISImplantsArmenia/,,,,,,,
«ՌԱԴԻԱԼ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԵՆՏՐՈՆ,Հայաստան, 0014, Երևան,"Ադոնցի փող., 1/1 շենք",(Արաբկիր վարչ. շրջան),37410235079,37491338545,Spyur,,,,,,,,
«ՈՒԱՅԹ ԴԵՆՏ» ԱՏԱՄՆԱԲՈՒԺԱԿԱՆ ԿԵՆՏՐՈՆ,Հայաստան, 0033, Երևան,"Հակոբ Հակոբյան փող., 8 շենք",(Արաբկիր վարչ. շրջան),37494948403,,Spyur,,,,,,,,
«ԴԻՄԱՔՍ ՌԵՅ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),Հայաստան, 0002, Երևան,"Եզնիկ Կողբացու փող., 42/206 շենք",(Կենտրոն վարչ. շրջան),37410500325,37496229325,http://www.dimax-ray.com,https://www.facebook.com/dimaxrayyerevan,,,,,,,
«ՄԻՔԴԱՎ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),Հայաստան, 0092, Երևան,"Նոր Նորքի 7-րդ զանգված, Հունան Ավետիսյան փող., 84 շենք",(Նոր Նորք վարչ. շրջան),37410669293,,Spyur,,,,,,,,
«ԼՅՈՒՄԻ ԴԵՆՏ» (ՄԻՇԱ ԱՆԴՐԵԱՍՅԱՆ անհատ ձեռներեց),Հայաստան, Երևան,,,,37410623533,37499623533,Spyur,,,,,,,,
«ԿԱՐԵՆ ՍԱՐԴԱՐՅԱՆ» ԱՏԱՄՆԱԲՈՒԺԱԿԱՆ ԿԵՆՏՐՈՆ,Հայաստան, 0086, Երևան,"Շիրակի փող., 68-1ա շենք",(Շենգավիթ վարչ. շրջան),37410424077,37491407885,Spyur,,,,37498424077,37496424077,37495424077,,
«ԼՅՈՒՔՍ ՄԵԴ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ («ՀԱՄԼԵՏ-ՆԱՐԻՆԵ» սահմանափակ պատասխանատվությամբ ընկերություն),Հայաստան, 0078, Երևան,"Բաշինջաղյան փող., 196 շենք",(Աջափնյակ վարչ. շրջան),37410341483,37455422905,Spyur,,,,,,,,
«ԱՐՏ ԿԼԱՍԻԿ ԴԵՆՏ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԵՆՏՐՈՆ,Հայաստան, 0096, Երևան,"Մոլդովական փող., 3 շենք",(Նոր Նորք վարչ. շրջան),37410611199,,Spyur,https://www.facebook.com/art.classicdent,,,,,,,
«ԱԼՄԱԴԵՆՏ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0033, Երևան,"Գյուլբենկյան փող., 30/3 շենք, տարածք 130",(Արաբկիր վարչ. շրջան),37410260300,37496260300,Spyur,,,,,,,,
«ՆԱՐԵԿ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, 0025, Երևան,"Նալբանդյան փող., 47/16 շենք",(Կենտրոն վարչ. շրջան),37410544528,37491334771,Spyur,,,,,,,,
«ԿԼԱՆՍԵ» ԱՏԱՄՆԱԲՈՒԺԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0056, Երևան,"Նոր Նորքի 1-ին զանգված, Նանսենի փող., 7 շենք",(Նոր Նորք վարչ. շրջան),37410644799,37477422222,Spyur,https://www.facebook.com/KLANSE,,,37455422222,37491422222,,,
«ՋԻ ԷՍ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0014, Երևան,"Դավիթ Անհաղթի փող., 5 շենք",(Քանաքեռ-Զեյթուն վարչ. շրջան),37477744054,,Spyur,,,,,,,,
«ԴՈՎԼԱԹՅԱՆ ԴԵՆՏ»,Հայաստան, 0002, Երևան,"Մաշտոցի պող., 35 շենք",(Կենտրոն վարչ. շրջան),37410530010,,Spyur,,,,,,,,
ԱՐՏԱԿ ԲԱՂԴԱՍԱՐՅԱՆ անհատ ձեռներեց (ԱՁ),Հայաստան, 0018, Երևան,"Տիգրան Մեծի պող., 43 շենք",(Կենտրոն վարչ. շրջան),37410562044,,Spyur,,,,,,,,
«ԵԳԱՆՅԱՆ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0060, Երևան,"Ավան, Նարեկացու թաղամաս, 39/5 շենք",(Ավան վարչ. շրջան),37433384430,37491384430,Spyur,https://www.facebook.com/yeganyandent,,,,,,,
«ԱՈՒՐԱ ԴԵՆՏ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, 0033, Երևան,"Մարշալ Բաղրամյան պող., 68 շենք",(Արաբկիր վարչ. շրջան),37477211213,,Spyur,https://www.facebook.com/AuraDentalClinics/,,,,,,,
«ՊՐՈԳՐԵՍ ԴԵՆՏ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, Երևան,,,,37410349729,37491349729,Spyur,,,,,,,,
«ՍՏՈՄ ԱՍ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ («ՏԻԳՐԱՆ ՍԵՐԳՈՅԱՆ» սահմանափակ պատասխանատվությամբ ընկերություն),Հայաստան, Երևան,,,,37410575356,37491478274,Spyur,,,,37491379317,,,,
«ՎԱՐՈՍՅԱՆ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, Լոռու մարզ, Վանաձոր,"Վարդանանց փող., 36 շենք, բն.3",(Վանաձոր համայնք),37432225445,37494520403,Spyur,,,,,,,,
«ՀՈՎՍԵՓՅԱՆ ՍՏՈՄ»,Հայաստան, 0909, Արմավիրի մարզ,"Երևանյան փող., 40ա շենք",(Արմավիր համայնք),37493076272,,Spyur,https://www.facebook.com/hovsepyanstom,,,,,,,
«ՍՄԱՅԼ ԴԵՆՏ»,Հայաստան, 0201, Արագածոտնի մարզ,"Ներսես Աշտարակեցու փող., 86 շենք",(Աշտարակ համայնք),37493652152,,Spyur,,,,,,,,
«ԴԵՆՏԱԼ ԿԼԻՆԻԿ ԱԳԱԲԱԲՅԱՆ»,Հայաստան, Լոռու մարզ, Վանաձոր,"Վարդանանց փող., 23-174 շենք",(Վանաձոր համայնք),37432222636,37491748826,Spyur,,,,,,,,
«Վ.Ա.Գ. ԴԵՆՏ»,Հայաստան, Արմավիրի մարզ, Արմավիր,"Ջիվանու փող., 15 շենք, տարածք 49/5",(Արմավիր համայնք),37460460999,37423728999,Spyur,https://www.facebook.com/profile.php?id=100033575544497,,,,,,,
«ԱԶԱ-ԴԵՆՏ» ՎԱՂԱՐՇԱՊԱՏԻ ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, Արմավիրի մարզ, Էջմիածին,"Մովսես Խորենացու փող., 20ա շենք",(Վաղարշապատ համայնք),37477330208,37477255208,Spyur,https://www.facebook.com/profile.php?id=100064691930153,,,,,,,
«ԱՄԻ-ԴԵՆՏ»,Հայաստան, Լոռու մարզ, Վանաձոր,"Երևանյան խճուղի, 103ա շենք",(Վանաձոր համայնք),37432253727,37493344408,Spyur,https://www.facebook.com/amident.amiryan,,,,,,,
«ԱԼ-ԴԵՆՏԱ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0033, Երևան,"Մարշալ Բաղրամյան պող., 68 շենք (մուտքը՝ Ավետ Ավետիսյան փող. կողմից)",(Արաբկիր վարչ. շրջան),37410276543,37493375396,Spyur,https://www.facebook.com/Al-Denta-%D4%B1%D5%AC-%D4%B4%D5%A5%D5%B6%D5%BF%D5%A1-260685893969478,,,,,,,
«ԱՐԹՈՒՐ ԴԵՆՏ»,Հայաստան, Երևան,,,,37410358477,37494404558,Spyur,,,,37496404558,,,,
«ՕՐԱՆԺ ԴԵՆՏ»,Հայաստան, Երևան,,,,37460481868,37410381868,http://orangedent.am/,https://www.facebook.com/orangedent.am,,,,,,,
«ՎԻՏԱԼ ՄԵԴ» ԷՍԹԵՏԻԿ ՍՏՈՄԱՏՈԼՈԳԻԱՅԻ ԿԵՆՏՐՈՆ,Հայաստան, 0069, Երևան,"Ռուբինյանց փող., 2/2 շենք",(Քանաքեռ-Զեյթուն վարչ. շրջան),37498909003,37455965550,Spyur,https://www.facebook.com/VitalMedYerevan,,,,,,,
«ՀԵՓՓԻ ՍՄԱՅԼ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, 0010, Երևան,"Պուշկինի փող., 21/3 շենք",(Կենտրոն վարչ. շրջան),37410569949,,Spyur,https://www.facebook.com/happysmile2008,,,,,,,
«ՎԻԿԱ ԴԵՆՏ»,Հայաստան, Շիրակի մարզ, Արթիկ,"Բաղրամյան փող., 6/8 շենք",(Արթիկ համայնք),37477778077,,Spyur,,,,,,,,
«ՎԻԿՏՈՐԻԱ ԴԵՆՏ»,Հայաստան, 0026, Երևան,"Գարեգին Նժդեհի փող., 58 շենք",(Շենգավիթ վարչ. շրջան),37494219319,,Spyur,,,,,,,,
«ԷՐՈԴԵՆՏ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0005, Երևան,"Տիգրան Մեծի պող., 48/3 շենք",(Էրեբունի վարչ. շրջան),37494023626,37499223626,http://www.erodent.am,https://www.facebook.com/erodent,,,,,,,
«ԷԼՄԻՕՆ ԴԵՆՏ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0056, Երևան,"Նոր Նորքի 1-ին զանգված, Նանսենի փող., 4 շենք",(Նոր Նորք վարչ. շրջան),37410646555,37494428384,Spyur,https://www.facebook.com/ElmionDent,,,37491428384,37455428384,,,
«ԱՐՏ ԷՍՏԵՏԻԿ ԴԵՆՏԻՈՒՄ»,Հայաստան, Կոտայքի մարզ, Աբովյան,"Հանրապետության պող., 15ա շենք",(Աբովյան համայնք),37422269090,37460469090,Spyur,,,,37496469090,,,,
«ԷԼ ԷՍ ՍՏՈՄԱՏՈԼՈՋԻ»,Հայաստան, 0003, Երևան,"Ներքին Չարբախ, 2-րդ փողոց, 3 տուն",(Շենգավիթ վարչ. շրջան),37410428204,37494935336,Spyur,,,,,,,,
«ՆՅՈՒ ՀՈՓ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, 0015, Երևան,"Մաշտոցի պող., 6 շենք",(Կենտրոն վարչ. շրջան),37410525359,37493917111,Spyur,,,,37433525359,,,,
«ՀՈՎԴԱ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, Լոռու մարզ, Վանաձոր,"Իսահակյան փող., 5ա շենք",(Վանաձոր համայնք),37494789078,,Spyur,https://www.facebook.com/hovda.stomklinika,,,,,,,
«ՌՎ ԴԵՆՏ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, Երևան,,,,37460643066,37498306666,http://www.rvdent.am,https://www.facebook.com/RVDentDentalClinic,,,,,,,
«ԴԵՆՏԱԼՅՈՒՔՍ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, Շիրակի մարզ, Գյումրի,"Ղանդիլյան փող., 84/25 շենք",,37494054025,37496054025,Spyur,https://www.facebook.com/dentalux.stomatologia,,,,,,,
«ԲԻԱՆԿՈԴԵՆՏ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),Հայաստան, 0051, Երևան,"Կոմիտասի պող., 49/12 շենք (Ստանդարտների ազգային ինստիտուտի հարևանությամբ)",(Արաբկիր վարչ. շրջան),37410237000,37455237000,http://www.biancodent.am,,,,,,,,
«ԲՈՅԱԴՋՅԱՆ ԴԵՆՏԱԼ ԿԼԻՆԻԿ»,Հայաստան, 0010, Երևան,"Աբովյան փող., 2/5 շենք, 3-րդ հարկ",(Կենտրոն վարչ. շրջան),37460443737,37498373737,http://www.dentforever.com,https://www.facebook.com/BoyadjianDentalPolyclinic,,,37498396677,,,,
«ՖՈՐՏԻ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԵՆՏՐՈՆ սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),Հայաստան, 0006, Երևան,"Գարեգին Նժդեհի փող., 19ա շենք, շինություն 106",(Շենգավիթ վարչ. շրջան),37410442326,37499121249,Spyur,https://www.facebook.com/Fortidental,,,,,,,
«ՕՊՏԻՄՈՒՄ ԴԵՆՏ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),Հայաստան, 2001, Լոռու մարզ,"Տիգրան Մեծի պող., 29/19 շենք",(Վանաձոր համայնք),37498323115,37432223115,http://www.optimumdent.info,,,,37493225856,,,,
ՄԻՔԱՅԵԼ ՇԻՐԲԱԿՅԱՆ անհատ ձեռնարկատեր (ԱՁ),Հայաստան, 0010, Երևան,"Վարդանանց փող., 11 շենք",(Կենտրոն վարչ. շրջան),37410520097,,Spyur,,,,,,,,
«ՄԵԴԱԼՅԱՆՍ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, 0033, Երևան,"Հակոբ Հակոբյան փող., 3/2 շենք",(Արաբկիր վարչ. շրջան),37411210122,,Spyur,,,,,,,,
«ԷՅ-ԷՅՉ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, Երևան,,,,37498905520,,Spyur,,,,,,,,
«ԿԱՍԿԱԴ ԴԵՆՏԱԼ ԿԼԻՆԻԿ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),Հայաստան, 0009, Երևան,"Թամանյան փող., 3 շենք, տարածք 64",(Կենտրոն վարչ. շրջան),37410568413,,Spyur,,,,,,,,
«ԴԵՆՏԱ ՎԻՏԱ»,Հայաստան, 0010, Երևան,"Ագաթանգեղոսի փող., 29 շենք",(Կենտրոն վարչ. շրջան),37410526237,37494526237,Spyur,,,,,,,,
«ԴԵՆՏԱԼ ՀԱՈՒՍ»,Հայաստան, 0078, Երևան,"Ֆուչիկի փող., 19 շենք",(Աջափնյակ վարչ. շրջան),37410340230,37494007181,Spyur,https://www.facebook.com/DentistYerevan,,,,,,,
«ԿՈՒՐԱ ԴԵՆՏ»,Հայաստան, Գեղարքունիքի մարզ, Սևան,"Դեմիրճյան փող., 3 շենք",(Սևան համայնք),37498446061,37426121121,Spyur,https://www.facebook.com/CuraDent/timeline,,,,,,,
«ՕՆԴԵՆՏԱԼ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԵՆՏՐՈՆ,Հայաստան, 0006, Երևան,"Գարեգին Նժդեհի փող., 3 շենք, բն.18",(Շենգավիթ վարչ. շրջան),37410420681,,Spyur,https://www.facebook.com/profile.php?id=100043253667129,,,,,,,
«ՀԱՐՄՈՆԻԱ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԵՆՏՐՈՆ,Հայաստան, 0096, Երևան,"Նոր Նորքի 2-րդ զանգված, Թոթովենցի փող., 1 շենք",(Նոր Նորք վարչ. շրջան),37410628555,,Spyur,https://www.facebook.com/harmony.am,,,,,,,
«ՎԻՎԱ ԴԵՆՏ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, Սյունիքի մարզ, Կապան,"Արամ Մանուկյան փող., 1/1-3 շենք",(Կապան համայնք),37495900200,,Spyur,,,,,,,,
«ԶԵՓՅՈՒՌ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԵՆՏՐՈՆ,Հայաստան, Սյունիքի մարզ, Կապան,"Շահումյան փող., 37ա/1 շենք",(Կապան համայնք),,37494984528,Spyur,,,,,,,,
«ՄԻՐԶՈՅԱՆ ԴԵՆՏԱԼ ԿԼԻՆԻԿ»,Հայաստան, Արարատի մարզ, Մասիս,"1-ին փողոց, 55/1 շենք",(Մասիս համայնք),,37477642445,Spyur,https://www.facebook.com/Mirzoyan-Dental-clinic-%D5%94%D5%A1%D5%B2%D5%A1%D6%84-%D5%84%D5%A1%D5%BD%D5%AB%D5%BD-2270315429697685/,,,,,,,
«ԿԱՆԻՆԱ ԿԼԻՆԻԿ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, 0025, Երևան,"Կորյունի փող., 5/24 շենք",(Կենտրոն վարչ. շրջան),37491477464,,Spyur,,,,,,,,
